name,brand,manufacturing_date,expiry_date,price,stock,image_url,section_id
Puff Pastry - Sheets,Gigaclub,12/02/2023,09/12/2023,243.91,67,http://dummyimage.com/x.png/dddddd/000000,14
Bar Special K,Shuffledrive,03/07/2023,21/12/2024,190.38,200,http://dummyimage.com/x.png/cc0000/ffffff,4
Beans - Yellow,Pixoboo,15/12/2022,23/10/2024,278.32,86,http://dummyimage.com/x.png/ff4444/ffffff,4
"Juice - Apple, 341 Ml",Babblestorm,07/07/2023,20/11/2023,173.66,71,http://dummyimage.com/x.png/5fa2dd/ffffff,7
"Oranges - Navel, 72",Dynabox,03/06/2023,11/10/2024,239.21,186,http://dummyimage.com/x.png/dddddd/000000,15
Cheese - Cambozola,Zoomcast,12/11/2022,16/12/2023,97.86,7,http://dummyimage.com/x.png/5fa2dd/ffffff,10
Milk - 2%,Chatterpoint,16/05/2023,23/03/2024,204.67,158,http://dummyimage.com/x.png/dddddd/000000,12
Cheese - Ermite Bleu,Trudeo,19/12/2022,25/01/2024,9.07,126,http://dummyimage.com/x.png/cc0000/ffffff,17
Onion Powder,Bubbletube,05/03/2023,19/12/2023,55.24,6,http://dummyimage.com/x.png/ff4444/ffffff,20
Wine - Fume Blanc Fetzer,Vinte,01/04/2023,07/01/2025,217.75,179,http://dummyimage.com/x.png/ff4444/ffffff,20
Cleaner - Pine Sol,Blogspan,27/01/2023,16/08/2024,8.89,19,http://dummyimage.com/x.png/5fa2dd/ffffff,11
Salmon - Sockeye Raw,Wikizz,13/12/2022,09/12/2023,227.5,197,http://dummyimage.com/x.png/cc0000/ffffff,13
Shiratamako - Rice Flour,Livepath,10/08/2022,21/09/2024,278.07,48,http://dummyimage.com/x.png/cc0000/ffffff,8
Cucumber - English,Devcast,08/07/2023,18/10/2024,108.96,88,http://dummyimage.com/x.png/dddddd/000000,10
Extract - Almond,Feedbug,09/05/2023,15/05/2024,206.75,194,http://dummyimage.com/x.png/ff4444/ffffff,8
"Wine - White, Chardonnay",Twitterworks,28/11/2022,19/01/2025,272.37,139,http://dummyimage.com/x.png/5fa2dd/ffffff,4
Wine - Chateau Bonnet,Ntag,28/09/2022,08/02/2024,81.94,8,http://dummyimage.com/x.png/cc0000/ffffff,6
Water - Spring Water 500ml,Thoughtworks,28/03/2023,20/06/2024,25.11,29,http://dummyimage.com/x.png/dddddd/000000,10
Numi - Assorted Teas,Centizu,23/05/2023,14/05/2024,123.16,189,http://dummyimage.com/x.png/5fa2dd/ffffff,17
"Nut - Cashews, Whole, Raw",Fivechat,01/02/2023,06/11/2023,272.93,72,http://dummyimage.com/x.png/cc0000/ffffff,20
Avocado,Skalith,22/11/2022,24/01/2025,92.89,41,http://dummyimage.com/x.png/ff4444/ffffff,18
Muffin Mix - Morning Glory,Centimia,04/10/2022,10/01/2024,131.58,158,http://dummyimage.com/x.png/5fa2dd/ffffff,18
Pop - Club Soda Can,Tazz,07/04/2023,13/11/2024,152.49,60,http://dummyimage.com/x.png/dddddd/000000,2
Watercress,Reallinks,18/11/2022,17/05/2024,122.51,106,http://dummyimage.com/x.png/dddddd/000000,12
"Quail - Eggs, Fresh",Devcast,04/12/2022,05/04/2024,1.92,138,http://dummyimage.com/x.png/cc0000/ffffff,7
"Cherries - Bing, Canned",Yodo,13/06/2023,13/01/2024,277.3,41,http://dummyimage.com/x.png/5fa2dd/ffffff,9
"Beef - Cooked, Corned",Eidel,09/01/2023,01/05/2024,212.68,146,http://dummyimage.com/x.png/5fa2dd/ffffff,1
Foam Cup 6 Oz,Cogidoo,13/04/2023,15/03/2024,51.73,120,http://dummyimage.com/x.png/cc0000/ffffff,11
Sugar - Brown,Zoombeat,08/01/2023,11/12/2024,4.53,148,http://dummyimage.com/x.png/ff4444/ffffff,12
Bread - Olive Dinner Roll,Yadel,25/07/2023,24/04/2024,154.69,168,http://dummyimage.com/x.png/cc0000/ffffff,13
Syrup - Monin - Passion Fruit,Gabtune,08/09/2022,11/06/2024,137.93,162,http://dummyimage.com/x.png/cc0000/ffffff,1
Mustard - Dijon,Oyondu,02/02/2023,26/05/2024,252.41,88,http://dummyimage.com/x.png/dddddd/000000,4
"Cheese - Havarti, Salsa",Browsetype,11/09/2022,22/10/2024,151.53,61,http://dummyimage.com/x.png/5fa2dd/ffffff,18
The Pop Shoppe - Cream Soda,Bubblemix,12/10/2022,17/07/2024,285.79,66,http://dummyimage.com/x.png/ff4444/ffffff,15
Cheese - Ricotta,Kayveo,30/04/2023,08/01/2024,30.42,78,http://dummyimage.com/x.png/5fa2dd/ffffff,12
Pork - Shoulder,Devshare,16/01/2023,01/01/2025,158.86,33,http://dummyimage.com/x.png/ff4444/ffffff,18
Glycerine,Roomm,13/07/2023,30/09/2024,56.63,101,http://dummyimage.com/x.png/cc0000/ffffff,13
Pie Shell - 9,Quamba,21/07/2023,05/12/2023,296.82,181,http://dummyimage.com/x.png/5fa2dd/ffffff,13
"C - Plus, Orange",Flashspan,09/09/2022,17/11/2023,155.61,29,http://dummyimage.com/x.png/5fa2dd/ffffff,7
Brandy - Bar,Tavu,25/03/2023,30/01/2025,83.81,112,http://dummyimage.com/x.png/5fa2dd/ffffff,14
Scallop - St. Jaques,Katz,03/02/2023,01/11/2023,122.19,28,http://dummyimage.com/x.png/cc0000/ffffff,15
Aspic - Amber,Pixonyx,20/06/2023,27/06/2024,283.56,72,http://dummyimage.com/x.png/dddddd/000000,11
Mace,Youbridge,13/10/2022,17/06/2024,179.86,145,http://dummyimage.com/x.png/5fa2dd/ffffff,13
"Tart Shells - Sweet, 4",Zoombox,18/02/2023,19/08/2024,26.39,113,http://dummyimage.com/x.png/5fa2dd/ffffff,10
"Lid - 10,12,16 Oz",Brainbox,20/04/2023,29/11/2024,17.04,47,http://dummyimage.com/x.png/cc0000/ffffff,11
Cheese - Blue,Flashpoint,13/02/2023,30/11/2024,199.49,195,http://dummyimage.com/x.png/5fa2dd/ffffff,3
Veal - Slab Bacon,Plajo,09/10/2022,31/10/2024,218.74,52,http://dummyimage.com/x.png/ff4444/ffffff,16
Wine - Jackson Triggs Okonagan,Vinder,26/09/2022,05/07/2024,122.03,5,http://dummyimage.com/x.png/ff4444/ffffff,4
"Mushroom - Porcini, Dry",Browseblab,08/09/2022,05/05/2024,32.73,55,http://dummyimage.com/x.png/cc0000/ffffff,5
Venison - Denver Leg Boneless,Jaxspan,23/02/2023,26/11/2023,75.15,55,http://dummyimage.com/x.png/5fa2dd/ffffff,1
"Pork - Loin, Center Cut",Fivespan,11/11/2022,28/10/2024,269.85,192,http://dummyimage.com/x.png/dddddd/000000,8
Lamb - Whole Head Off,Edgeblab,20/04/2023,23/01/2024,70.23,93,http://dummyimage.com/x.png/cc0000/ffffff,8
Cake - Pancake,Thoughtstorm,22/04/2023,08/01/2024,97.01,155,http://dummyimage.com/x.png/dddddd/000000,2
Nut - Macadamia,Realpoint,03/05/2023,18/12/2023,284.94,156,http://dummyimage.com/x.png/ff4444/ffffff,6
Soup - Campbells - Chicken Noodle,Thoughtblab,09/12/2022,22/10/2024,58.63,173,http://dummyimage.com/x.png/dddddd/000000,10
Raisin - Dark,Kwilith,22/09/2022,09/01/2025,295.58,12,http://dummyimage.com/x.png/dddddd/000000,20
Tea - Mint,Eabox,27/01/2023,23/10/2024,262.45,120,http://dummyimage.com/x.png/cc0000/ffffff,2
Crab Brie In Phyllo,Topicstorm,04/08/2023,21/07/2024,298.13,84,http://dummyimage.com/x.png/dddddd/000000,12
Oil - Coconut,Cogidoo,23/10/2022,07/12/2024,254.14,120,http://dummyimage.com/x.png/cc0000/ffffff,17
Squid - U 5,Quatz,24/05/2023,03/12/2023,245.3,120,http://dummyimage.com/x.png/dddddd/000000,2
"Cheese - Havarti, Salsa",Browsezoom,16/09/2022,17/08/2024,296.65,90,http://dummyimage.com/x.png/ff4444/ffffff,18
"Juice - Clam, 46 Oz",Flashpoint,14/03/2023,20/09/2024,31.52,17,http://dummyimage.com/x.png/ff4444/ffffff,6
Oregano - Fresh,Yakitri,09/03/2023,24/10/2024,97.64,55,http://dummyimage.com/x.png/5fa2dd/ffffff,6
Chambord Royal,Pixope,18/01/2023,08/12/2024,47.4,185,http://dummyimage.com/x.png/dddddd/000000,2
Rabbit - Frozen,Jaxbean,19/12/2022,18/02/2024,27.32,3,http://dummyimage.com/x.png/cc0000/ffffff,13
Cheese - Le Cru Du Clocher,Quinu,14/02/2023,16/06/2024,7.14,177,http://dummyimage.com/x.png/cc0000/ffffff,5
Liners - Baking Cups,Feedfire,05/07/2023,08/02/2024,272.48,124,http://dummyimage.com/x.png/cc0000/ffffff,11
Peppercorns - Green,Ntags,02/05/2023,23/12/2024,222.36,19,http://dummyimage.com/x.png/dddddd/000000,18
Sobe - Liz Blizz,Tagtune,23/02/2023,22/11/2024,47.74,7,http://dummyimage.com/x.png/dddddd/000000,3
Lobster - Base,Kwideo,28/02/2023,09/05/2024,51.47,72,http://dummyimage.com/x.png/cc0000/ffffff,9
Carbonated Water - Orange,Wordify,09/11/2022,22/06/2024,298.98,186,http://dummyimage.com/x.png/5fa2dd/ffffff,12
Scallops - 20/30,Miboo,09/09/2022,24/02/2024,201.11,37,http://dummyimage.com/x.png/dddddd/000000,6
"Stock - Chicken, White",Dynazzy,08/07/2023,15/06/2024,60.4,105,http://dummyimage.com/x.png/cc0000/ffffff,7
Sprouts - Onion,Browsebug,23/03/2023,14/05/2024,144.51,121,http://dummyimage.com/x.png/cc0000/ffffff,16
"Veal - Inside, Choice",Oba,08/09/2022,14/11/2023,246.45,126,http://dummyimage.com/x.png/dddddd/000000,19
Baking Powder,Rhycero,16/01/2023,28/08/2024,123.63,92,http://dummyimage.com/x.png/5fa2dd/ffffff,16
Banana Turning,Twitterbridge,15/08/2022,15/11/2023,251.42,108,http://dummyimage.com/x.png/ff4444/ffffff,17
Pork - Sausage Casing,Youbridge,21/02/2023,30/01/2024,181.68,34,http://dummyimage.com/x.png/5fa2dd/ffffff,9
Thyme - Fresh,Jatri,31/03/2023,19/03/2024,250.7,46,http://dummyimage.com/x.png/dddddd/000000,12
Peach - Halves,Aimbu,26/03/2023,10/08/2024,233.43,97,http://dummyimage.com/x.png/5fa2dd/ffffff,17
"Fish - Scallops, Cold Smoked",Voomm,09/11/2022,07/04/2024,32.12,127,http://dummyimage.com/x.png/cc0000/ffffff,6
Foil - Round Foil,Katz,31/01/2023,24/09/2024,95.31,113,http://dummyimage.com/x.png/dddddd/000000,4
"Cherries - Maraschino,jar",Feedfire,14/03/2023,06/01/2024,262.78,128,http://dummyimage.com/x.png/5fa2dd/ffffff,13
Octopus,Quaxo,29/09/2022,11/04/2024,17.07,37,http://dummyimage.com/x.png/5fa2dd/ffffff,1
"Bread - White, Unsliced",Yakitri,14/08/2022,28/08/2024,65.68,73,http://dummyimage.com/x.png/cc0000/ffffff,20
Pear - Asian,Livetube,29/04/2023,25/06/2024,171.89,127,http://dummyimage.com/x.png/cc0000/ffffff,4
Marjoram - Fresh,Trudeo,03/01/2023,14/11/2024,110.58,27,http://dummyimage.com/x.png/dddddd/000000,2
Apples - Sliced / Wedge,Aimbo,06/12/2022,22/06/2024,59.44,39,http://dummyimage.com/x.png/5fa2dd/ffffff,8
"Beans - Long, Chinese",Divavu,17/09/2022,22/07/2024,60.64,92,http://dummyimage.com/x.png/dddddd/000000,5
Creme De Menth - White,Aibox,06/01/2023,03/01/2024,97.38,117,http://dummyimage.com/x.png/ff4444/ffffff,2
Nougat - Paste / Cream,Jaxworks,08/03/2023,07/08/2024,193.74,35,http://dummyimage.com/x.png/cc0000/ffffff,1
Toothpick Frilled,Roomm,20/10/2022,17/03/2024,54.11,37,http://dummyimage.com/x.png/dddddd/000000,9
Ginsing - Fresh,Zoombox,31/07/2023,17/09/2024,284.27,85,http://dummyimage.com/x.png/ff4444/ffffff,20
Corn - Mini,Linklinks,13/02/2023,06/10/2024,40.72,120,http://dummyimage.com/x.png/5fa2dd/ffffff,20
Sugar - Monocystal / Rock,Katz,22/02/2023,07/08/2024,151.11,126,http://dummyimage.com/x.png/dddddd/000000,14
Potatoes - Idaho 100 Count,Zoomlounge,10/04/2023,30/04/2024,233.28,80,http://dummyimage.com/x.png/dddddd/000000,17
Onions - Red,Skiptube,24/02/2023,23/04/2024,232.72,85,http://dummyimage.com/x.png/ff4444/ffffff,10
Orange Roughy 4/6 Oz,Flipopia,06/11/2022,02/06/2024,59.49,195,http://dummyimage.com/x.png/cc0000/ffffff,7
Chocolate Bar - Coffee Crisp,Zooveo,15/07/2023,18/02/2024,87.13,82,http://dummyimage.com/x.png/5fa2dd/ffffff,3
Raisin - Golden,Realbridge,11/05/2023,07/11/2023,101.84,168,http://dummyimage.com/x.png/ff4444/ffffff,8
"Crab - Dungeness, Whole",Youspan,28/12/2022,05/01/2024,79.33,169,http://dummyimage.com/x.png/dddddd/000000,11
Remy Red,Gabtune,31/01/2023,25/07/2024,279.97,25,http://dummyimage.com/x.png/cc0000/ffffff,5
Carbonated Water - White Grape,Nlounge,28/07/2023,22/12/2024,176.2,162,http://dummyimage.com/x.png/cc0000/ffffff,7
Syrup - Kahlua Chocolate,Jaloo,14/09/2022,05/06/2024,295.51,175,http://dummyimage.com/x.png/cc0000/ffffff,13
Soup - Base Broth Chix,Flashspan,16/11/2022,10/10/2024,247.93,86,http://dummyimage.com/x.png/5fa2dd/ffffff,10
"Pork - Bacon, Sliced",Livepath,30/04/2023,03/01/2025,32.49,55,http://dummyimage.com/x.png/ff4444/ffffff,6
"Lamb - Shoulder, Boneless",Youbridge,29/01/2023,18/10/2024,265.81,67,http://dummyimage.com/x.png/cc0000/ffffff,18
"Vodka - Lemon, Absolut",Demivee,20/11/2022,30/09/2024,272.98,188,http://dummyimage.com/x.png/dddddd/000000,17
"Pasta - Fusili, Dry",Avamba,14/01/2023,21/02/2024,225.5,162,http://dummyimage.com/x.png/5fa2dd/ffffff,3
Grapefruit - Pink,Skibox,06/03/2023,25/03/2024,100.74,111,http://dummyimage.com/x.png/cc0000/ffffff,6
Sour Puss Raspberry,Browsecat,10/07/2023,08/12/2024,251.88,10,http://dummyimage.com/x.png/dddddd/000000,18
Island Oasis - Peach Daiquiri,Topiczoom,20/04/2023,22/05/2024,68.34,19,http://dummyimage.com/x.png/5fa2dd/ffffff,9
Sauce - Hp,Centizu,11/08/2022,14/07/2024,11.11,3,http://dummyimage.com/x.png/5fa2dd/ffffff,15
Lady Fingers,Jatri,31/10/2022,30/06/2024,238.39,26,http://dummyimage.com/x.png/dddddd/000000,9
"Pasta - Lasagna, Dry",Twitterlist,06/07/2023,02/11/2024,64.69,82,http://dummyimage.com/x.png/ff4444/ffffff,12
Tuna - Yellowfin,Wikizz,18/07/2023,29/12/2023,240.3,6,http://dummyimage.com/x.png/cc0000/ffffff,4
Cheese - Brie,Kamba,26/05/2023,18/04/2024,291.07,176,http://dummyimage.com/x.png/cc0000/ffffff,4
Sultanas,Buzzbean,22/09/2022,16/01/2024,111.61,169,http://dummyimage.com/x.png/cc0000/ffffff,6
"Nut - Hazelnut, Whole",BlogXS,23/12/2022,31/08/2024,12.84,182,http://dummyimage.com/x.png/dddddd/000000,19
Cream - 35%,Skyba,29/10/2022,20/05/2024,9.71,192,http://dummyimage.com/x.png/5fa2dd/ffffff,7
Galliano,Kanoodle,22/10/2022,26/05/2024,255.9,86,http://dummyimage.com/x.png/dddddd/000000,4
Sauce - Plum,Agivu,21/01/2023,21/09/2024,26.67,155,http://dummyimage.com/x.png/cc0000/ffffff,14
"Wine - White, Pelee Island",Linkbuzz,02/07/2023,20/12/2024,27.7,182,http://dummyimage.com/x.png/dddddd/000000,5
Pomegranates,DabZ,10/11/2022,31/03/2024,12.96,30,http://dummyimage.com/x.png/cc0000/ffffff,4
"Turkey - Breast, Bone - In",Voonder,12/04/2023,28/12/2024,12.04,90,http://dummyimage.com/x.png/dddddd/000000,12
Nantucket Cranberry Juice,Livepath,12/06/2023,26/06/2024,5.41,137,http://dummyimage.com/x.png/5fa2dd/ffffff,4
Pineapple - Regular,Twitterlist,22/09/2022,18/09/2024,80.92,190,http://dummyimage.com/x.png/5fa2dd/ffffff,16
Towels - Paper / Kraft,Gigashots,03/09/2022,01/05/2024,220.6,61,http://dummyimage.com/x.png/cc0000/ffffff,4
"Brownies - Two Bite, Chocolate",Yakijo,01/06/2023,01/08/2024,115.38,166,http://dummyimage.com/x.png/5fa2dd/ffffff,2
Gooseberry,Yakitri,17/03/2023,02/08/2024,19.8,63,http://dummyimage.com/x.png/cc0000/ffffff,4
Cookie Dough - Chunky,Brainsphere,28/07/2023,21/04/2024,138.8,173,http://dummyimage.com/x.png/cc0000/ffffff,12
Wine - Gato Negro Cabernet,Twimm,13/10/2022,12/01/2025,35.84,189,http://dummyimage.com/x.png/dddddd/000000,13
Lemon Grass,Cogibox,23/08/2022,05/05/2024,173.44,121,http://dummyimage.com/x.png/5fa2dd/ffffff,20
Lid - 0090 Clear,Blogspan,16/06/2023,27/12/2024,113.06,183,http://dummyimage.com/x.png/5fa2dd/ffffff,2
Jagermeister,Fanoodle,13/09/2022,19/11/2023,250.67,78,http://dummyimage.com/x.png/dddddd/000000,2
Wine - Jackson Triggs Okonagan,Gabtype,06/06/2023,22/01/2025,63.66,5,http://dummyimage.com/x.png/cc0000/ffffff,5
Pepper - Gypsy Pepper,Realbridge,13/11/2022,06/12/2024,23.41,189,http://dummyimage.com/x.png/ff4444/ffffff,6
Duck - Legs,Aimbo,13/09/2022,12/11/2023,132.33,131,http://dummyimage.com/x.png/dddddd/000000,4
Icecream Cone - Areo Chocolate,Gigazoom,09/06/2023,16/11/2023,263.04,86,http://dummyimage.com/x.png/5fa2dd/ffffff,1
Ham - Cooked Italian,Eare,27/08/2022,09/05/2024,201.67,116,http://dummyimage.com/x.png/5fa2dd/ffffff,18
Appetizer - Mango Chevre,Voonix,07/05/2023,26/03/2024,271.1,110,http://dummyimage.com/x.png/ff4444/ffffff,1
